scientific_name,country_code,country_name,area,part_of_eu,status,endemic,rlc,rlc_numeric
Melanargia larissa,HR,Croatia,56594,y,P,,LC,1
Melitaea athalia,HR,Croatia,56594,y,P,,LC,1
Melitaea aurelia,HR,Croatia,56594,y,P,,DD,1
Melitaea britomartis,HR,Croatia,56594,y,P,,DD,1
Melitaea cinxia,HR,Croatia,56594,y,P,,LC,1
Melitaea diamina,HR,Croatia,56594,y,P,,LC,1
Melitaea didyma,HR,Croatia,56594,y,P,,LC,1
Melitaea ornata,HR,Croatia,56594,y,P,,LC,1
Melitaea phoebe,HR,Croatia,56594,y,P,,LC,1
Melitaea trivia,HR,Croatia,56594,y,P,,LC,1
Minois dryas,HR,Croatia,56594,y,P,,LC,1
Muschampia proto,HR,Croatia,56594,y,P,,LC,1
Neptis rivularis,HR,Croatia,56594,y,P,,LC,1
Neptis sappho,HR,Croatia,56594,y,P,,LC,1
Nymphalis antiopa,HR,Croatia,56594,y,P,,LC,1
Nymphalis polychloros,HR,Croatia,56594,y,P,,LC,1
Nymphalis vaualbum,HR,Croatia,56594,y,P,,CR,80
Nymphalis xanthomelas,HR,Croatia,56594,y,P,,EN,50
Ochlodes sylvanus,HR,Croatia,56594,y,P,,LC,1
Papilio alexanor,HR,Croatia,56594,y,P,,DD,1
Papilio machaon,HR,Croatia,56594,y,P,,NT,20
Pararge aegeria,HR,Croatia,56594,y,P,,LC,1
Parnassius apollo,HR,Croatia,56594,y,P,,VU,30
Parnassius mnemosyne,HR,Croatia,56594,y,P,,NT,20
Phengaris alcon,HR,Croatia,56594,y,P,,CR,80
Phengaris arion,HR,Croatia,56594,y,P,,VU,30
Phengaris nausithous,HR,Croatia,56594,y,P,,CR,80
Phengaris teleius,HR,Croatia,56594,y,P,,CR,80
Pieris balcana,HR,Croatia,56594,y,P,,LC,1
Pieris brassicae,HR,Croatia,56594,y,P,,DD,1
Pieris ergane,HR,Croatia,56594,y,P,,LC,1
Pieris mannii,HR,Croatia,56594,y,P,,LC,1
Pieris napi,HR,Croatia,56594,y,P,,LC,1
Pieris rapae,HR,Croatia,56594,y,P,,LC,1
Plebejus argus,HR,Croatia,56594,y,P,,LC,1
Plebejus argyrognomon,HR,Croatia,56594,y,P,,LC,1
Plebejus idas,HR,Croatia,56594,y,P,,LC,1
Polygonia c-album,HR,Croatia,56594,y,P,,LC,1
Polygonia egea,HR,Croatia,56594,y,P,,LC,1
Polyommatus admetus,HR,Croatia,56594,y,P,,LC,1
Polyommatus amandus,HR,Croatia,56594,y,P,,LC,1
Polyommatus damon,HR,Croatia,56594,y,P,,VU,30
Polyommatus daphnis,HR,Croatia,56594,y,P,,LC,1
Polyommatus dorylas,HR,Croatia,56594,y,P,,LC,1
Polyommatus eros,HR,Croatia,56594,y,P,,LC,1
Polyommatus escheri,HR,Croatia,56594,y,P,,LC,1
Polyommatus icarus,HR,Croatia,56594,y,P,,LC,1
Polyommatus ripartii,HR,Croatia,56594,y,P,,LC,1
Polyommatus thersites,HR,Croatia,56594,y,P,,NT,20
Pontia edusa,HR,Croatia,56594,y,P,,LC,1
Proterebia phegea,HR,Croatia,56594,y,P,,NT,20
Pseudochazara amalthea,HR,Croatia,56594,y,P,,LC,1
Pseudophilotes vicrama,HR,Croatia,56594,y,P,,NT,20
Pyrgus alveus,HR,Croatia,56594,y,P,,LC,1
Pyrgus armoricanus,HR,Croatia,56594,y,P,,LC,1
Pyrgus carthami,HR,Croatia,56594,y,P,,LC,1
Pyrgus malvae,HR,Croatia,56594,y,P,,LC,1
Pyrgus malvoides,HR,Croatia,56594,y,P,,LC,1
Pyrgus serratulae,HR,Croatia,56594,y,P,,LC,1
Pyrgus sidae,HR,Croatia,56594,y,P,,LC,1
Pyronia cecilia,HR,Croatia,56594,y,P,,LC,1
Pyronia tithonus,HR,Croatia,56594,y,P,,LC,1
Satyrium acaciae,HR,Croatia,56594,y,P,,LC,1
Satyrium ilicis,HR,Croatia,56594,y,P,,LC,1
Satyrium pruni,HR,Croatia,56594,y,P,,LC,1
Satyrium spini,HR,Croatia,56594,y,P,,LC,1
Satyrium w-album,HR,Croatia,56594,y,P,,LC,1
Satyrus ferula,HR,Croatia,56594,y,P,,LC,1
Scolitantides orion,HR,Croatia,56594,y,P,,NT,20
Speyeria aglaja,HR,Croatia,56594,y,P,,LC,1
Spialia orbifer,HR,Croatia,56594,y,P,,LC,1
Spialia sertorius,HR,Croatia,56594,y,P,,LC,1
Tarucus balkanicus,HR,Croatia,56594,y,P,,LC,1
Thecla betulae,HR,Croatia,56594,y,P,,LC,1
Thymelicus acteon,HR,Croatia,56594,y,P,,DD,1
Thymelicus lineola,HR,Croatia,56594,y,P,,LC,1
Thymelicus sylvestris,HR,Croatia,56594,y,P,,LC,1
Vanessa atalanta,HR,Croatia,56594,y,P,,LC,1
Vanessa cardui,HR,Croatia,56594,y,M,,LC,1
Zerynthia cerisy,HR,Croatia,56594,y,P,,CR,80
Zerynthia polyxena,HR,Croatia,56594,y,P,,NT,20
Aglais io,HU,Hungary,93030,y,P,,LC,1
Aglais urticae,HU,Hungary,93030,y,P,,LC,1
Anthocharis cardamines,HU,Hungary,93030,y,P,,LC,1
Apatura ilia,HU,Hungary,93030,y,P,,LC,1
Apatura iris,HU,Hungary,93030,y,P,,NT,20
Apatura metis,HU,Hungary,93030,y,P,,VU,30
Aphantopus hyperantus,HU,Hungary,93030,y,P,,LC,1
Aporia crataegi,HU,Hungary,93030,y,P,,LC,1
Araschnia levana,HU,Hungary,93030,y,P,,LC,1
Arethusana arethusa,HU,Hungary,93030,y,P,,LC,1
Argynnis laodice,HU,Hungary,93030,y,P,,NT,20
Argynnis pandora,HU,Hungary,93030,y,P,,LC,1
Argynnis paphia,HU,Hungary,93030,y,P,,LC,1
Aricia agestis,HU,Hungary,93030,y,P,,LC,1
Aricia artaxerxes,HU,Hungary,93030,y,P,,EN,50
Boloria dia,HU,Hungary,93030,y,P,,LC,1
Boloria euphrosyne,HU,Hungary,93030,y,P,,NT,20
Boloria selene,HU,Hungary,93030,y,P,,VU,30
Brenthis daphne,HU,Hungary,93030,y,P,,LC,1
Brenthis hecate,HU,Hungary,93030,y,P,,NT,20
Brenthis ino,HU,Hungary,93030,y,P,,NT,20
Brintesia circe,HU,Hungary,93030,y,P,,LC,1
Callophrys rubi,HU,Hungary,93030,y,P,,LC,1
Carcharodus alceae,HU,Hungary,93030,y,P,,LC,1
Carcharodus floccifera,HU,Hungary,93030,y,P,,LC,1
Carcharodus lavatherae,HU,Hungary,93030,y,Ex,,RE,100
Carterocephalus palaemon,HU,Hungary,93030,y,P,,LC,1
Celastrina argiolus,HU,Hungary,93030,y,P,,LC,1
Chazara briseis,HU,Hungary,93030,y,P,,EN,50
Coenonympha arcania,HU,Hungary,93030,y,P,,LC,1
Coenonympha glycerion,HU,Hungary,93030,y,P,,LC,1
Coenonympha oedippus,HU,Hungary,93030,y,P,,EN,50
Coenonympha pamphilus,HU,Hungary,93030,y,P,,LC,1
Coenonympha tullia,HU,Hungary,93030,y,Ex,,RE,100
Colias alfacariensis,HU,Hungary,93030,y,P,,LC,1
Colias chrysotheme,HU,Hungary,93030,y,P,,VU,30
Colias crocea,HU,Hungary,93030,y,M,,LC,1
Colias erate,HU,Hungary,93030,y,P,,LC,1
Colias hyale,HU,Hungary,93030,y,P,,LC,1
Colias myrmidone,HU,Hungary,93030,y,Ex,,RE,100
Cupido alcetas,HU,Hungary,93030,y,P,,NT,20
Cupido argiades,HU,Hungary,93030,y,P,,LC,1
Cupido decoloratus,HU,Hungary,93030,y,P,,NT,20
Cupido minimus,HU,Hungary,93030,y,P,,LC,1
Cupido osiris,HU,Hungary,93030,y,P,,EN,50
Cyaniris semiargus,HU,Hungary,93030,y,P,,LC,1
Erebia aethiops,HU,Hungary,93030,y,P,,EN,50
Erebia ligea,HU,Hungary,93030,y,Ex,,RE,100
Erebia medusa,HU,Hungary,93030,y,P,,VU,30
Erynnis tages,HU,Hungary,93030,y,P,,LC,1
Eumedonia eumedon,HU,Hungary,93030,y,P,,EN,50
Euphydryas aurinia,HU,Hungary,93030,y,P,,VU,30
Euphydryas maturna,HU,Hungary,93030,y,P,,VU,30
Fabriciana adippe,HU,Hungary,93030,y,P,,LC,1
Fabriciana niobe,HU,Hungary,93030,y,P,,EN,50
Favonius quercus,HU,Hungary,93030,y,P,,LC,1
Glaucopsyche alexis,HU,Hungary,93030,y,P,,LC,1
Gonepteryx rhamni,HU,Hungary,93030,y,P,,LC,1
Hamearis lucina,HU,Hungary,93030,y,P,,LC,1
Hesperia comma,HU,Hungary,93030,y,P,,LC,1
Heteropterus morpheus,HU,Hungary,93030,y,P,,LC,1
Hipparchia fagi,HU,Hungary,93030,y,P,,LC,1
Hipparchia semele,HU,Hungary,93030,y,P,,NT,20
Hipparchia statilinus,HU,Hungary,93030,y,P,,VU,30
Hyponephele lupina,HU,Hungary,93030,y,P,,CR,80
Hyponephele lycaon,HU,Hungary,93030,y,Ex,,RE,100
Iolana iolas,HU,Hungary,93030,y,P,,EN,50
Iphiclides podalirius,HU,Hungary,93030,y,P,,LC,1
Issoria lathonia,HU,Hungary,93030,y,P,,LC,1
Kretania sephirus,HU,Hungary,93030,y,P,,VU,30
Lasiommata maera,HU,Hungary,93030,y,P,,LC,1
Lasiommata megera,HU,Hungary,93030,y,P,,LC,1
Leptidea juvernica,HU,Hungary,93030,y,P,,DD,1
Leptidea morsei,HU,Hungary,93030,y,P,,CR,80
Leptidea sinapis,HU,Hungary,93030,y,P,,DD,1
Libythea celtis,HU,Hungary,93030,y,P,,LC,1
Limenitis camilla,HU,Hungary,93030,y,P,,VU,30
Limenitis populi,HU,Hungary,93030,y,P,,CR,80
Limenitis reducta,HU,Hungary,93030,y,P,,EN,50
Lopinga achine,HU,Hungary,93030,y,P,,EN,50
Lycaena alciphron,HU,Hungary,93030,y,P,,NT,20
Lycaena dispar,HU,Hungary,93030,y,P,,LC,1
Lycaena hippothoe,HU,Hungary,93030,y,P,,EN,50
Lycaena phlaeas,HU,Hungary,93030,y,P,,LC,1
Lycaena thersamon,HU,Hungary,93030,y,P,,LC,1
Lycaena tityrus,HU,Hungary,93030,y,P,,LC,1
Lycaena virgaureae,HU,Hungary,93030,y,P,,NT,20
Lysandra bellargus,HU,Hungary,93030,y,P,,LC,1
Lysandra coridon,HU,Hungary,93030,y,P,,LC,1
Maniola jurtina,HU,Hungary,93030,y,P,,LC,1
Melanargia galathea,HU,Hungary,93030,y,P,,LC,1
Melanargia russiae,HU,Hungary,93030,y,Ex,,RE,100
Melitaea athalia,HU,Hungary,93030,y,P,,LC,1
Melitaea aurelia,HU,Hungary,93030,y,P,,NT,20
Melitaea britomartis,HU,Hungary,93030,y,P,,NT,20
Melitaea cinxia,HU,Hungary,93030,y,P,,LC,1
Melitaea diamina,HU,Hungary,93030,y,P,,VU,30
Melitaea didyma,HU,Hungary,93030,y,P,,LC,1
Melitaea ornata,HU,Hungary,93030,y,P,,VU,30
Melitaea phoebe,HU,Hungary,93030,y,P,,LC,1
Melitaea trivia,HU,Hungary,93030,y,P,,LC,1
Minois dryas,HU,Hungary,93030,y,P,,LC,1
Neptis rivularis,HU,Hungary,93030,y,P,,NT,20
Neptis sappho,HU,Hungary,93030,y,P,,LC,1
Nymphalis antiopa,HU,Hungary,93030,y,P,,NT,20
Nymphalis polychloros,HU,Hungary,93030,y,P,,LC,1
Nymphalis xanthomelas,HU,Hungary,93030,y,P,,VU,30
Ochlodes sylvanus,HU,Hungary,93030,y,P,,LC,1
Papilio machaon,HU,Hungary,93030,y,P,,LC,1
Pararge aegeria,HU,Hungary,93030,y,P,,LC,1
Parnassius mnemosyne,HU,Hungary,93030,y,P,,NT,20
Phengaris alcon,HU,Hungary,93030,y,P,,VU,30
Phengaris arion,HU,Hungary,93030,y,P,,CR,80
Phengaris nausithous,HU,Hungary,93030,y,P,,VU,30
Phengaris teleius,HU,Hungary,93030,y,P,,VU,30
Pieris brassicae,HU,Hungary,93030,y,P,,LC,1
Pieris bryoniae,HU,Hungary,93030,y,P,,CR,80
Pieris ergane,HU,Hungary,93030,y,P,,VU,30
Pieris mannii,HU,Hungary,93030,y,Ex,,RE,100
Pieris napi,HU,Hungary,93030,y,P,,LC,1
Pieris rapae,HU,Hungary,93030,y,P,,LC,1
Plebejus argus,HU,Hungary,93030,y,P,,LC,1
Plebejus argyrognomon,HU,Hungary,93030,y,P,,LC,1
Plebejus idas,HU,Hungary,93030,y,P,,VU,30
Polygonia c-album,HU,Hungary,93030,y,P,,LC,1
Polyommatus admetus,HU,Hungary,93030,y,P,,VU,30
Polyommatus amandus,HU,Hungary,93030,y,P,,VU,30
Polyommatus damon,HU,Hungary,93030,y,Ex,,RE,100
Polyommatus daphnis,HU,Hungary,93030,y,P,,NT,20
Polyommatus dorylas,HU,Hungary,93030,y,P,,NT,20
Polyommatus icarus,HU,Hungary,93030,y,P,,LC,1
Polyommatus thersites,HU,Hungary,93030,y,P,,NT,20
Pontia edusa,HU,Hungary,93030,y,P,,LC,1
Pseudophilotes vicrama,HU,Hungary,93030,y,P,,NT,20
Pyrgus alveus,HU,Hungary,93030,y,P,,VU,30
Pyrgus armoricanus,HU,Hungary,93030,y,P,,LC,1
Pyrgus carthami,HU,Hungary,93030,y,P,,LC,1
Pyrgus malvae,HU,Hungary,93030,y,P,,LC,1
Pyrgus serratulae,HU,Hungary,93030,y,P,,VU,30
Pyronia tithonus,HU,Hungary,93030,y,P,,VU,30
Satyrium acaciae,HU,Hungary,93030,y,P,,LC,1
Satyrium ilicis,HU,Hungary,93030,y,P,,LC,1
Satyrium pruni,HU,Hungary,93030,y,P,,LC,1
Satyrium spini,HU,Hungary,93030,y,P,,LC,1
Satyrium w-album,HU,Hungary,93030,y,P,,LC,1
Scolitantides orion,HU,Hungary,93030,y,P,,LC,1
Speyeria aglaja,HU,Hungary,93030,y,P,,LC,1
Spialia orbifer,HU,Hungary,93030,y,P,,LC,1
Spialia sertorius,HU,Hungary,93030,y,P,,CR,80
Thecla betulae,HU,Hungary,93030,y,P,,NT,20
Thymelicus acteon,HU,Hungary,93030,y,P,,VU,30
Thymelicus lineola,HU,Hungary,93030,y,P,,LC,1
Thymelicus sylvestris,HU,Hungary,93030,y,P,,LC,1
Vanessa atalanta,HU,Hungary,93030,y,M,,LC,1
Vanessa cardui,HU,Hungary,93030,y,M,,LC,1
Zerynthia polyxena,HU,Hungary,93030,y,P,,NT,20
Aglais io,IE,Ireland,70273,y,P,,LC,1
Aglais urticae,IE,Ireland,70273,y,P,,LC,1
Anthocharis cardamines,IE,Ireland,70273,y,P,,LC,1
Aphantopus hyperantus,IE,Ireland,70273,y,P,,LC,1
Argynnis paphia,IE,Ireland,70273,y,P,,LC,1
Boloria euphrosyne,IE,Ireland,70273,y,P,,EN,50
Callophrys rubi,IE,Ireland,70273,y,P,,LC,1
Celastrina argiolus,IE,Ireland,70273,y,P,,LC,1
Coenonympha pamphilus,IE,Ireland,70273,y,P,,NT,20
Coenonympha tullia,IE,Ireland,70273,y,P,,VU,30
Colias crocea,IE,Ireland,70273,y,M,,LC,1
Cupido minimus,IE,Ireland,70273,y,P,,EN,50
Erynnis tages,IE,Ireland,70273,y,P,,NT,20
Euphydryas aurinia,IE,Ireland,70273,y,P,,VU,30
Favonius quercus,IE,Ireland,70273,y,P,,LC,1
Gonepteryx rhamni,IE,Ireland,70273,y,P,,LC,1
Hipparchia semele,IE,Ireland,70273,y,P,,NT,20
Lasiommata megera,IE,Ireland,70273,y,P,,EN,50
Leptidea juvernica,IE,Ireland,70273,y,P,,LC,1
Leptidea sinapis,IE,Ireland,70273,y,P,,NT,20
Lycaena phlaeas,IE,Ireland,70273,y,P,,LC,1
Maniola jurtina,IE,Ireland,70273,y,P,,LC,1
Pararge aegeria,IE,Ireland,70273,y,P,,LC,1
Pieris brassicae,IE,Ireland,70273,y,P,,LC,1
Pieris napi,IE,Ireland,70273,y,P,,LC,1
Pieris rapae,IE,Ireland,70273,y,P,,LC,1
Polygonia c-album,IE,Ireland,70273,y,P,,LC,1
Polyommatus icarus,IE,Ireland,70273,y,P,,LC,1
Pyronia tithonus,IE,Ireland,70273,y,P,,NT,20
Speyeria aglaja,IE,Ireland,70273,y,P,,VU,30
Thecla betulae,IE,Ireland,70273,y,P,,LC,1
Thymelicus lineola,IE,Ireland,70273,y,P,,NE,1
Thymelicus sylvestris,IE,Ireland,70273,y,P,,DD,1
Vanessa atalanta,IE,Ireland,70273,y,P,,LC,1
Vanessa cardui,IE,Ireland,70273,y,M,,LC,1
Vanessa atalanta,IS,Iceland,102775,,M,,NRLA,
Vanessa cardui,IS,Iceland,102775,,M,,NRLA,
Aglais ichnusa,IT,Italy,301318,y,P,,LC,1
Aglais io,IT,Italy,301318,y,P,,LC,1
Aglais urticae,IT,Italy,301318,y,P,,LC,1
Agriades glandon,IT,Italy,301318,y,P,,LC,1
Agriades optilete,IT,Italy,301318,y,P,,LC,1
Agriades orbitulus,IT,Italy,301318,y,P,,LC,1
Anthocharis cardamines,IT,Italy,301318,y,P,,LC,1
Anthocharis damone,IT,Italy,301318,y,P,,LC,1
Anthocharis euphenoides,IT,Italy,301318,y,P,,NT,20
Apatura ilia,IT,Italy,301318,y,P,,LC,1
Apatura iris,IT,Italy,301318,y,P,,LC,1
Aphantopus hyperantus,IT,Italy,301318,y,P,,LC,1
Aporia crataegi,IT,Italy,301318,y,P,,LC,1
Araschnia levana,IT,Italy,301318,y,P,,EN,50
Arethusana arethusa,IT,Italy,301318,y,P,,LC,1
Argynnis pandora,IT,Italy,301318,y,P,,LC,1
Argynnis paphia,IT,Italy,301318,y,P,,LC,1
Aricia agestis,IT,Italy,301318,y,P,,LC,1
Aricia artaxerxes,IT,Italy,301318,y,P,,LC,1
Aricia cramera,IT,Italy,301318,y,P,,LC,1
Aricia nicias,IT,Italy,301318,y,P,,LC,1
Azanus ubaldus,IT,Italy,301318,y,P,,DD,1
Boloria dia,IT,Italy,301318,y,P,,LC,1
Boloria eunomia,IT,Italy,301318,y,P,,NtA,
Boloria euphrosyne,IT,Italy,301318,y,P,,LC,1
Boloria graeca,IT,Italy,301318,y,P,,NT,20
Boloria napaea,IT,Italy,301318,y,P,,LC,1
Boloria pales,IT,Italy,301318,y,P,,LC,1
Boloria selene,IT,Italy,301318,y,P,,LC,1
Boloria thore,IT,Italy,301318,y,P,,LC,1
Boloria titania,IT,Italy,301318,y,P,,LC,1
Brenthis daphne,IT,Italy,301318,y,P,,LC,1
Brenthis hecate,IT,Italy,301318,y,P,,LC,1
Brenthis ino,IT,Italy,301318,y,P,,LC,1
Brintesia circe,IT,Italy,301318,y,P,,LC,1
Cacyreus marshalli,IT,Italy,301318,y,P,,NtA,
Callophrys avis,IT,Italy,301318,y,P,,VU,30
Callophrys rubi,IT,Italy,301318,y,P,,LC,1
Carcharodus alceae,IT,Italy,301318,y,P,,LC,1
Carcharodus baeticus,IT,Italy,301318,y,P,,NT,20
Carcharodus floccifera,IT,Italy,301318,y,P,,LC,1
Carcharodus lavatherae,IT,Italy,301318,y,P,,LC,1
Carterocephalus palaemon,IT,Italy,301318,y,P,,LC,1
Celastrina argiolus,IT,Italy,301318,y,P,,LC,1
Charaxes jasius,IT,Italy,301318,y,P,,LC,1
Coenonympha arcania,IT,Italy,301318,y,P,,LC,1
Coenonympha corinna,IT,Italy,301318,y,P,,LC,1
Coenonympha dorus,IT,Italy,301318,y,P,,LC,1
Coenonympha gardetta,IT,Italy,301318,y,P,,LC,1
Coenonympha glycerion,IT,Italy,301318,y,P,,LC,1
Coenonympha oedippus,IT,Italy,301318,y,P,,LC,1
Coenonympha pamphilus,IT,Italy,301318,y,P,,LC,1
Coenonympha rhodopensis,IT,Italy,301318,y,P,,LC,1
Coenonympha tullia,IT,Italy,301318,y,P,,NtA,
Colias alfacariensis,IT,Italy,301318,y,P,,LC,1
Colias crocea,IT,Italy,301318,y,P,,LC,1
Colias hyale,IT,Italy,301318,y,P,,LC,1
Colias palaeno,IT,Italy,301318,y,P,,LC,1
Colias phicomone,IT,Italy,301318,y,P,,LC,1
Cupido alcetas,IT,Italy,301318,y,P,,LC,1
Cupido argiades,IT,Italy,301318,y,P,,LC,1
Cupido minimus,IT,Italy,301318,y,P,,LC,1
Cupido osiris,IT,Italy,301318,y,P,,LC,1
Cyaniris semiargus,IT,Italy,301318,y,P,,LC,1
Danaus chrysippus,IT,Italy,301318,y,P,,LC,1
Erebia aethiopella,IT,Italy,301318,y,P,,LC,1
Erebia aethiops,IT,Italy,301318,y,P,,LC,1
Erebia albergana,IT,Italy,301318,y,P,,LC,1
Erebia arvernensis,IT,Italy,301318,y,P,,LC,1
Erebia calcarius,IT,Italy,301318,y,P,,NT,20
Erebia cassioides,IT,Italy,301318,y,P,,LC,1
Erebia christi,IT,Italy,301318,y,P,,EN,50
Erebia claudina,IT,Italy,301318,y,P,,NtA,
Erebia epiphron,IT,Italy,301318,y,P,,LC,1
Erebia eriphyle,IT,Italy,301318,y,P,,LC,1
Erebia euryale,IT,Italy,301318,y,P,,LC,1
Erebia flavofasciata,IT,Italy,301318,y,P,,VU,30
Erebia gorge,IT,Italy,301318,y,P,,LC,1
Erebia ligea,IT,Italy,301318,y,P,,LC,1
Erebia manto,IT,Italy,301318,y,P,,LC,1
Erebia medusa,IT,Italy,301318,y,P,,LC,1
Erebia melampus,IT,Italy,301318,y,P,,LC,1
Erebia meolans,IT,Italy,301318,y,P,,LC,1
Erebia mnestra,IT,Italy,301318,y,P,,LC,1
Erebia montana,IT,Italy,301318,y,P,,LC,1
Erebia neoridas,IT,Italy,301318,y,P,,LC,1
Erebia nivalis,IT,Italy,301318,y,P,,NT,20
Erebia oeme,IT,Italy,301318,y,P,,LC,1
Erebia ottomana,IT,Italy,301318,y,P,,NT,20
Erebia pandrose,IT,Italy,301318,y,P,,LC,1
Erebia pharte,IT,Italy,301318,y,P,,LC,1
Erebia pluto,IT,Italy,301318,y,P,,LC,1
Erebia pronoe,IT,Italy,301318,y,P,,LC,1
Erebia scipio,IT,Italy,301318,y,P,,LC,1
Erebia stiria,IT,Italy,301318,y,P,,LC,1
Erebia styx,IT,Italy,301318,y,P,,LC,1
Erebia triarius,IT,Italy,301318,y,P,,LC,1
Erebia tyndarus,IT,Italy,301318,y,P,,LC,1
Erynnis tages,IT,Italy,301318,y,P,,LC,1
Euchloe ausonia,IT,Italy,301318,y,P,,LC,1
Euchloe crameri,IT,Italy,301318,y,P,,LC,1
Euchloe insularis,IT,Italy,301318,y,P,,LC,1
Euchloe simplonia,IT,Italy,301318,y,P,,LC,1
Euchloe tagis,IT,Italy,301318,y,P,,NT,20
Eumedonia eumedon,IT,Italy,301318,y,P,,LC,1
Euphydryas aurinia,IT,Italy,301318,y,P,,LC,1
Euphydryas cynthia,IT,Italy,301318,y,P,,LC,1
Euphydryas intermedia,IT,Italy,301318,y,P,,LC,1
Euphydryas maturna,IT,Italy,301318,y,P,,CR,80
Fabriciana adippe,IT,Italy,301318,y,P,,LC,1
Fabriciana elisa,IT,Italy,301318,y,P,,NT,20
Fabriciana niobe,IT,Italy,301318,y,P,,LC,1
Favonius quercus,IT,Italy,301318,y,P,,LC,1
Gegenes nostrodamus,IT,Italy,301318,y,P,,LC,1
Gegenes pumilio,IT,Italy,301318,y,P,,LC,1
Glaucopsyche alexis,IT,Italy,301318,y,P,,LC,1
Glaucopsyche melanops,IT,Italy,301318,y,P,,LC,1
Gonepteryx cleopatra,IT,Italy,301318,y,P,,LC,1
Gonepteryx rhamni,IT,Italy,301318,y,P,,LC,1
Hamearis lucina,IT,Italy,301318,y,P,,LC,1
Hesperia comma,IT,Italy,301318,y,P,,LC,1
Heteropterus morpheus,IT,Italy,301318,y,P,,LC,1
Hipparchia aristaeus,IT,Italy,301318,y,P,,LC,1
Hipparchia blachieri,IT,Italy,301318,y,P,,LC,1
Hipparchia fagi,IT,Italy,301318,y,P,,LC,1
Hipparchia fidia,IT,Italy,301318,y,P,,NT,20
Hipparchia hermione,IT,Italy,301318,y,P,,LC,1
Hipparchia leighebi,IT,Italy,301318,y,P,IT_Aeolian Islands,LC,1
Hipparchia neapolitana,IT,Italy,301318,y,P,IT,LC,1
Hipparchia neomiris,IT,Italy,301318,y,P,,LC,1
Hipparchia sbordonii,IT,Italy,301318,y,P,IT_Ponza Islands,EN,50
Hipparchia semele,IT,Italy,301318,y,P,,LC,1
Hipparchia statilinus,IT,Italy,301318,y,P,,LC,1
Hyponephele lupina,IT,Italy,301318,y,P,,LC,1
Hyponephele lycaon,IT,Italy,301318,y,P,,LC,1
Iolana iolas,IT,Italy,301318,y,P,,NT,20
Iphiclides podalirius,IT,Italy,301318,y,P,,LC,1
Issoria lathonia,IT,Italy,301318,y,P,,LC,1
Kretania trappi,IT,Italy,301318,y,P,,VU,30
Lampides boeticus,IT,Italy,301318,y,P,,LC,1
Lasiommata maera,IT,Italy,301318,y,P,,LC,1
Lasiommata megera,IT,Italy,301318,y,P,,LC,1
Lasiommata paramegaera,IT,Italy,301318,y,P,,LC,1
Lasiommata petropolitana,IT,Italy,301318,y,P,,LC,1
Leptidea juvernica,IT,Italy,301318,y,P,,LC,1
Leptidea reali,IT,Italy,301318,y,P,,LC,1
Leptidea sinapis,IT,Italy,301318,y,P,,LC,1
Leptotes pirithous,IT,Italy,301318,y,P,,LC,1
Libythea celtis,IT,Italy,301318,y,P,,LC,1
Limenitis camilla,IT,Italy,301318,y,P,,LC,1
Limenitis populi,IT,Italy,301318,y,P,,LC,1
Limenitis reducta,IT,Italy,301318,y,P,,LC,1
Lopinga achine,IT,Italy,301318,y,P,,NT,20
Lycaena alciphron,IT,Italy,301318,y,P,,LC,1
Lycaena dispar,IT,Italy,301318,y,P,,LC,1
Lycaena helle,IT,Italy,301318,y,Ex,,RE,100
Lycaena hippothoe,IT,Italy,301318,y,P,,LC,1
Lycaena phlaeas,IT,Italy,301318,y,P,,LC,1
Lycaena thersamon,IT,Italy,301318,y,P,,LC,1
Lycaena tityrus,IT,Italy,301318,y,P,,LC,1
Lycaena virgaureae,IT,Italy,301318,y,P,,LC,1
Lysandra bellargus,IT,Italy,301318,y,P,,LC,1
Lysandra coridon,IT,Italy,301318,y,P,,LC,1
Lysandra hispana,IT,Italy,301318,y,P,,LC,1
Maniola jurtina,IT,Italy,301318,y,P,,LC,1
Maniola nurag,IT,Italy,301318,y,P,IT_Sardinia,LC,1
Melanargia arge,IT,Italy,301318,y,P,IT,LC,1
Melanargia galathea,IT,Italy,301318,y,P,,LC,1
Melanargia occitanica,IT,Italy,301318,y,P,,LC,1
Melanargia pherusa,IT,Italy,301318,y,P,IT_Sicily,LC,1
Melanargia russiae,IT,Italy,301318,y,P,,LC,1
Melitaea aetherie,IT,Italy,301318,y,P,,VU,30
Melitaea asteria,IT,Italy,301318,y,P,,LC,1
Melitaea athalia,IT,Italy,301318,y,P,,LC,1
Melitaea aurelia,IT,Italy,301318,y,P,,LC,1
Melitaea britomartis,IT,Italy,301318,y,P,,EN,50
Melitaea celadussa,IT,Italy,301318,y,P,,LC,1
Melitaea cinxia,IT,Italy,301318,y,P,,LC,1
Melitaea deione,IT,Italy,301318,y,P,,LC,1
Melitaea diamina,IT,Italy,301318,y,P,,LC,1
Melitaea didyma,IT,Italy,301318,y,P,,LC,1
Melitaea ornata,IT,Italy,301318,y,P,,LC,1
Melitaea parthenoides,IT,Italy,301318,y,P,,LC,1
Melitaea phoebe,IT,Italy,301318,y,P,,LC,1
Melitaea trivia,IT,Italy,301318,y,P,,LC,1
Melitaea varia,IT,Italy,301318,y,P,,LC,1
Minois dryas,IT,Italy,301318,y,P,,LC,1
Muschampia proto,IT,Italy,301318,y,P,,LC,1
