"","country_code","fit","lwr","upr"
"1","AD",12.5364238410596,9.7217416753233,15.3511060067959
"2","AL",10.5422885572139,8.3475377225109,12.737039391917
"3","AT",20.9463414634146,17.4761007319219,24.4165821949074
"4","BA",11.6,9.15196366978212,14.0480363302179
"5","BE",35.1875,27.8410066140149,42.533993385985
"6","BG",10.3087557603687,7.7208159294813,12.896695591256
"7","BY",10.3458646616541,6.56403879854008,14.1276905247681
"8","CH",19.1859296482412,15.9083134002422,22.4635458962402
"9","CZ",33.4267515923566,27.9608894706409,38.8926137140724
"10","DE",25.2471910112359,21.5279683220078,28.966413700464
"11","DK",32.0740740740741,23.9681422365694,40.1800059115787
"12","EE",9.05940594059407,4.77525154083645,13.3435603403517
"13","ES",2.49356223175965,1.58986985125087,3.39725461226843
"14","FI",13.785046728972,10.145028925601,17.4250645323429
"15","FR",5.1764705882353,3.61369502720994,6.73924614926066
"16","GB",23.8387096774194,16.5612128977314,31.1162064571074
"17","GR",7.93191489361704,6.00507064516851,9.85875914206557
"18","HR",7.01546391752579,4.66858096192394,9.36234687312764
"19","HU",19.4038461538462,15.0706318022252,23.7370605054671
"20","IE",10.4,4.98831471713619,15.8116852828638
"21","IT",4.68045112781956,3.22517003193268,6.13573222370644
"22","LT",10.4583333333333,6.68088545260143,14.2357812140652
"23","LU",18.8977272727273,12.8140189791959,24.9814355662587
"24","MK",4.9655172413793,3.70483126125322,6.22620322150537
"25","NL",44.0259740259741,34.7264567270959,53.3254913248522
"26","NO",8.57446808510637,4.73587840043143,12.4130577697813
"27","PL",21.3766233766233,17.0845905264894,25.6686562267573
"28","RO",22.2746113989637,18.6502700514163,25.8989527465111
"29","RS",9.96464646464646,7.45473802676556,12.4745549025274
"30","SE",9.88073394495413,6.82179860123371,12.9396692886746
"31","SI",12.7877094972067,9.82643205678476,15.7489869376286
"32","SK",24.2267441860465,19.8661269175757,28.5873614545174
"33","UA",18.39,15.2884071015733,21.4915928984266
