taxonID,vernacularName,language
eurobutt-checklist:taxon:4cd155ba5d19626ef085284c2ae91b98,Cranberry Fritillary,en
eurobutt-checklist:taxon:41977a3b36ab409deb87b977c5e397d7,Arctic Fritillary,en
eurobutt-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654,Weaver's Fritillary,en
eurobutt-checklist:taxon:4f5f03bf3fd0b312b312bad9f039f611,Bog Fritillary,en
eurobutt-checklist:taxon:c3370bb4e4fbab93481053e03ce9fcb0,Pearl-bordered Fritillary,en
eurobutt-checklist:taxon:577fa4ef7347f8c05129cc499ec56873,Freiya's Fritillary,en
eurobutt-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b,Frigga's Fritillary,en
eurobutt-checklist:taxon:2856a607ef10d2c995f12d14d5140d48,Balkan Fritillary,en
eurobutt-checklist:taxon:80dfa27bf9b8fe4926e7179d42a91937,Dusky-winged Fritillary,en
eurobutt-checklist:taxon:068b8995df7414ae3ecc9a4a162fc43b,Mountain Fritillary,en
eurobutt-checklist:taxon:417bb45ca6773679e601ea0496eb9629,Shepherd's Fritillary,en
eurobutt-checklist:taxon:175b857761567fcb5e104c6fcee186b0,Polar Fritillary,en
eurobutt-checklist:taxon:59c61528b1431d1fe7cceb8e598c3563,Small Pearl-bordered Fritillary,en
eurobutt-checklist:taxon:f9b7f3a0351cb2a6d1e43bf743f2addb,Thor's Fritillary,en
eurobutt-checklist:taxon:aba093e756cd63f3b2715d204f1feb0b,Titania's Fritillary,en
eurobutt-checklist:taxon:2b454e28b9934d71027c57073dd67403,Zeller's Skipper,en
eurobutt-checklist:taxon:b4cea51e056edff915ff3fb8d7dedbeb,Marbled Fritillary,en
eurobutt-checklist:taxon:3a23c87b77a6adb54a2e56f4fac56e7a,Twin-spot Fritillary,en
eurobutt-checklist:taxon:971246297c66630b9f7209497234bbc3,Lesser Marbled Fritillary,en
eurobutt-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3,Great Banded Grayling,en
eurobutt-checklist:taxon:05b365ff38f2b2c6af279dc1a5ab4150,Geranium Bronze,en
eurobutt-checklist:taxon:207f5ac5d65c5bc241badb7415f374ef,Chapman's Green Hairstreak,en
eurobutt-checklist:taxon:37036120d839b018e9e2102dc86fb8af,Sovinsky's Green Hairstreak,en
eurobutt-checklist:taxon:dd08ded9f06f8301e55475d82f3ed071,Green Hairstreak,en
eurobutt-checklist:taxon:d1227569944d35fce3d7593e71c4aa7b,Alpine Green Hairstreak,en
eurobutt-checklist:taxon:dd816bd8b55ed62f1a46d99d803888ca,Mallow Skipper,en
eurobutt-checklist:taxon:8b083e5e0aad69255094d89a439ca70a,Southern Marbled Skipper,en
eurobutt-checklist:taxon:e4ce0e5d0b5232ddb1f674a2a468019d,Tufted Marbled Skipper,en
eurobutt-checklist:taxon:962453f941d69c3bc87f0583833d692e,Marbled Skipper,en
eurobutt-checklist:taxon:56ad8746ed817fb0bd0c8bcca9f6e119,Oriental Marbled Skipper,en
eurobutt-checklist:taxon:64d9c9353131fdd15131f944e4b52c8a,False Marbled Skipper,en
eurobutt-checklist:taxon:7f4a04ad65972e459f85c237e3e4cb75,False Mallow Skipper,en
eurobutt-checklist:taxon:99e4b5e5bef608cb632c5fc7f6d84372,Chequered Skipper,en
eurobutt-checklist:taxon:c6f0c06fab389a44dfea22e021091e93,Northern Chequered Skipper,en
eurobutt-checklist:taxon:910516de18c3f3797d3852b36f8a0e25,African Migrant,en
eurobutt-checklist:taxon:e3504ad46a79502d4c42e61a62479d16,Holly Blue,en
eurobutt-checklist:taxon:d775d7425aaea80cf43c0b7e4e82837c,Two-tailed Pasha,en
eurobutt-checklist:taxon:b7f59962a74f08f0869316e2e1c4fd2a,The Hermit,en
eurobutt-checklist:taxon:4e926317915921e55819f05f84e8d03c,Great Steppe Grayling,en
eurobutt-checklist:taxon:a94a6d42f296c446decd7c22c265329e,Southern Hermit,en
eurobutt-checklist:taxon:23a60c5a73ae8ce6cda8b79581b48495,Levantine Leopard,en
eurobutt-checklist:taxon:b3a485baefde29e89318efb2fb07ff4a,Pearly Heath,en
eurobutt-checklist:taxon:5d4d18160b6b6583646608f09d92c5b8,Corsican Heath,en
eurobutt-checklist:taxon:d0c13860213f0ac32703333a92185b50,Dusky Heath,en
eurobutt-checklist:taxon:c02dbaebeb8f221c4a145d6c6af808e4,Alpine Heath,en
eurobutt-checklist:taxon:bc1d79f733b2153999fe02c7d11375b3,Chestnut Heath,en
eurobutt-checklist:taxon:03dc6d6f3f08c9b0fad6860511acef6e,Scarce Heath,en
eurobutt-checklist:taxon:ae79c46b1d7172645dc9811f4df6c453,Russian Heath,en
eurobutt-checklist:taxon:8d9f68644813b9c1106aecf45cb82752,False Ringlet,en
eurobutt-checklist:taxon:86a9fd9fa4bc3f9242aa8f21d549ca29,Balkan Heath,en
eurobutt-checklist:taxon:90a49af04643948ec9a9b308a3c7b76a,Small Heath,en
eurobutt-checklist:taxon:9f0ee7168bd6be95fc45f609a66d17ec,Siberian Brown,en
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3,Eastern Large Heath,en
eurobutt-checklist:taxon:04883a3b4208ba98739ebd45de2182c3,Cretan Small Heath,en
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80,Large Heath,en
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e,Berger's Clouded Yellow,en
eurobutt-checklist:taxon:0e2e745c9aae9b58183697eac139b593,Greek Clouded Yellow,en
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c,Balkan Clouded Yellow,en
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0,Lesser Clouded Yellow,en
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82,Clouded Yellow,en
eurobutt-checklist:taxon:f94a219f736e9f7c73329cd8a71af872,Eastern Pale Clouded Yellow,en
eurobutt-checklist:taxon:1a48551081bc51d9b5f96f925e249857,Northern Clouded Yellow,en
eurobutt-checklist:taxon:a73e1c447edcef1723241e50d4130bd2,Pale Clouded Yellow,en
eurobutt-checklist:taxon:8574e6781e76572e9d50d6298cd53990,Danube Clouded Yellow,en
eurobutt-checklist:taxon:451fc375763fb13430ded0838761b9aa,Moorland Clouded Yellow,en
eurobutt-checklist:taxon:f88fac67940e6f8689df00a651d4dce7,Mountain Clouded Yellow,en
eurobutt-checklist:taxon:62316d5fc3d89ed9c7d4fa34860a6019,Pale Arctic Clouded Yellow,en
eurobutt-checklist:taxon:6eb9e3d230e256aa8db93fb6300e7862,Desert Orange-tip,en
eurobutt-checklist:taxon:00b1b058c855594d51e6228e7294f1f5,Provençal Short-tailed Blue,en
eurobutt-checklist:taxon:525cf32792f29779b79c3a0ea1c69714,Short-tailed Blue,en
eurobutt-checklist:taxon:569ab87bf207bec5c7a9915fda0f7642,Eastern Short-tailed Blue,en
eurobutt-checklist:taxon:355e2556ba7b30f245630f5367a04c56,Lorquin's Blue,en
eurobutt-checklist:taxon:b1d2a2a0f5f5135b442d6ffe7ac6ce0f,Little Blue,en
eurobutt-checklist:taxon:792a509161664489dfd008c52f198f76,Osiris Blue,en
eurobutt-checklist:taxon:27b7f62f8bdaf918a10972ef9ea6c60d,Mazarine Blue,en
eurobutt-checklist:taxon:c39132e03cc75b8d6c98548163a23c99,Canary Blue,en
eurobutt-checklist:taxon:7c3810cda626c4b7d3c2fd653e4534fb,Plain Tiger,en
eurobutt-checklist:taxon:3189f65891d9d7f4040f862c81f87c23,Monarch,en
eurobutt-checklist:taxon:3232f6f76e921768833aee248f6ca001,False Mnestra Ringlet,en
eurobutt-checklist:taxon:4f7a7707f4c038ebb874d072b5873be9,Scotch Argus,en
eurobutt-checklist:taxon:ec0185a036d67de8105704cf5379b9bc,Almond-eyed Ringlet,en
eurobutt-checklist:taxon:349dc3d08b395343475ee403e5c78f1d,Western Brassy Ringlet,en
eurobutt-checklist:taxon:4a323a5326fb97ba50a3887972144edb,Lorkovic's Brassy Ringlet,en
eurobutt-checklist:taxon:75f5d25854f64be93ef96f54cc30e445,Colorado Alpine,en
eurobutt-checklist:taxon:5bb8c23a87a01198deda41de47412794,Common Brassy Ringlet,en
eurobutt-checklist:taxon:a1dd716bac0b75290d256c3616bc27d9,Rätzer's Ringlet,en
eurobutt-checklist:taxon:ee70d5e495adeca0992f3a41c1fb04fc,White-speck Ringlet,en
eurobutt-checklist:taxon:f6f6bf04cb27eea89f87e11a43de4de6,Four-dotted Alpine,en
eurobutt-checklist:taxon:8e667b314d783efa47ce3f7cc2231acd,Arctic Ringlet,en
eurobutt-checklist:taxon:e8166224d4efe6b89c8db05d749de0ac,Red-disked Alpine,en
eurobutt-checklist:taxon:c7064f91442d4fa46c858d462187e6e0,Lapland Ringlet,en
eurobutt-checklist:taxon:1a4f66605d1181435aed04b589848b20,Mountain Ringlet,en
eurobutt-checklist:taxon:ae3d3daad66acdee40ae534f6193fbf5,Spring Ringlet,en
eurobutt-checklist:taxon:eb066c6c310dd2fb0ae97fd1d43b72c2,Eriphyle Ringlet,en
eurobutt-checklist:taxon:9f5bb84dbb71ca3d27bfd925444b3bf0,Large Ringlet,en
eurobutt-checklist:taxon:33f1ee1889d4b107a71997086cd2a0dd,Banded Alpine,en
eurobutt-checklist:taxon:9255e48339d7b0049f5299c98dbdd795,Yellow-banded Ringlet,en
eurobutt-checklist:taxon:cd5cba635b1898a4e42d173a5ad308e1,Silky Ringlet,en
eurobutt-checklist:taxon:56f3be04be1d19ba6f13fe7cfc32fffb,Gavarnie Ringlet,en
eurobutt-checklist:taxon:b53333ce12f55c63db69fdaae59ce730,Spanish Brassy Ringlet,en
eurobutt-checklist:taxon:dbbe58afead133c618e6a8d8e295eae3,Lefèbvre's Ringlet,en
eurobutt-checklist:taxon:ee24557014f5a33ea6bca6583743f769,Arran Brown,en
eurobutt-checklist:taxon:cdd5c61accee8fd292eafd94343400c9,Yellow-spotted Ringlet,en
eurobutt-checklist:taxon:ad9fa66f37df651fb46bea5c14e76e72,Woodland Ringlet,en
eurobutt-checklist:taxon:e5cc4121eeb8a61c0707999fcc0d4b15,Lesser Mountain Ringlet,en
eurobutt-checklist:taxon:fef2f89ec67f550c8aa7c278fc72750e,Black Ringlet,en
eurobutt-checklist:taxon:e8542ffd115fbd55b77508e9975ba592,Piedmont Ringlet,en
eurobutt-checklist:taxon:fbb39e250b7f1b384a53a435467d0b4b,Mnestra's Ringlet,en
eurobutt-checklist:taxon:d5c2afe3e9b36367c59121a7ec6b3852,Marbled Ringlet,en
eurobutt-checklist:taxon:fa873d6c00b4678c038abaacbd0d9de7,Autumn Ringlet,en
eurobutt-checklist:taxon:cea42cf42786996a8ed63b675379705a,De Lesse's Brassy Ringlet,en
eurobutt-checklist:taxon:0849d8078a77b8302cabf73b5721f816,Bright-eyed Ringlet,en
eurobutt-checklist:taxon:d8bc70251d3802e380923164fab65328,Bulgarian Ringlet,en
eurobutt-checklist:taxon:48044eb56ea655482c15f98662933e14,Ottoman Brassy Ringlet,en
eurobutt-checklist:taxon:f8e720736db033f92d67da98a8530d72,Chapman's Ringlet,en
eurobutt-checklist:taxon:63cad836229855bdbcf560a02bdccdb4,Dewy Ringlet,en
eurobutt-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef,Blind Ringlet,en
eurobutt-checklist:taxon:0e5d405599069a626ea62a74aec32041,Sooty Ringlet,en
eurobutt-checklist:taxon:33964cd5755e605900b7ff09304578f1,Arctic Woodland Ringlet,en
eurobutt-checklist:taxon:a8fe55d2b2e6ecc6c79f77de7ed9fb1b,Water Ringlet,en
eurobutt-checklist:taxon:7c2ca25f74af1f82a5c4c54e53ebe1e6,Nicholl's Ringlet,en
eurobutt-checklist:taxon:9234ee12b3737920f5ac67f128fbc6d2,Pyrenees Brassy Ringlet,en
eurobutt-checklist:taxon:c4cca292e31c0d24641426af8567341f,Arctic Alpine Ringlet,en
eurobutt-checklist:taxon:c3b01b6b77a31f4d3012ccfda8b530aa,Larche Ringlet,en
eurobutt-checklist:taxon:21d76ddf9a1dd196d0c712d25d8724ed,False Dewy Ringlet,en
eurobutt-checklist:taxon:4b1f0cb6a6e8996ce225d29047f2cb77,Styrian Ringlet,en
eurobutt-checklist:taxon:41a8cc2dd0a6f60a89bda3d694dc0b05,Stygian Ringlet,en
eurobutt-checklist:taxon:7c71ae2ab50a5b1df78415581d1ec923,Sudeten Ringlet,en
eurobutt-checklist:taxon:c95121b24810bdf3b264eacea92aa66f,de Prunner's Ringlet,en
eurobutt-checklist:taxon:71aeb744a347742242e079758449f87a,Swiss Brassy Ringlet,en
eurobutt-checklist:taxon:b494a78fff9a69ab4fd0d9f384ea010f,Zapater's Ringlet,en
eurobutt-checklist:taxon:0980b134ea8f368f1061422c549985c5,Inky Skipper,en
eurobutt-checklist:taxon:457198d5b7db1e378133ea4728a49452,Dingy Skipper,en
eurobutt-checklist:taxon:314ee63f9007024abd8cca41ec473a23,Eastern Dappled White,en
eurobutt-checklist:taxon:513608c910b3ec0515b063872a687870,Spanish Greenish Black-tip,en
eurobutt-checklist:taxon:89be07f3bcc83528215f5b528b5594b9,Green-striped White,en
eurobutt-checklist:taxon:52ad116754c5b853089797fe98ae6b4f,Greenish Black-tip,en
eurobutt-checklist:taxon:ed2537c0973cd9910a5d89986d25a307,Western Dappled White,en
eurobutt-checklist:taxon:d82c96e22878d29d1310066eb1803ee9,Tenerife Green-striped White,en
eurobutt-checklist:taxon:9e2fbd99e9eda7c0d3b268082b81440c,Gran Canaria Green-striped White,en
eurobutt-checklist:taxon:57df4e3d9d4935c2f68b2a0666e9b695,Fuerteventura Green-striped White,en
eurobutt-checklist:taxon:9320dc3d548a0af4361fff04dc2b2ec5,Corsican Dappled White,en
eurobutt-checklist:taxon:1b1861e8c175987397db626bc5684de0,Eastern Greenish Black-tip,en
eurobutt-checklist:taxon:523512c81d86d86fa6243282cc5eddee,Mountain Dappled White,en
eurobutt-checklist:taxon:26a7444395dec1ef802daa6784fa802c,Portuguese Dappled White,en
eurobutt-checklist:taxon:975309cbf92362caf6915b4db27dc870,Geranium argus,en
eurobutt-checklist:taxon:ecfa6c9ce68a7343b98f585bbb48df47,Marsh Fritillary,en
eurobutt-checklist:taxon:46d37db359b8dbd9d91d8fdf92dbd232,Cynthia's Fritillary,en
eurobutt-checklist:taxon:537c05ea6d588669ba82d72f151d84b7,Spanish Fritillary,en
eurobutt-checklist:taxon:c85b64ab3051a7950fcfa9c0ccf15c36,Lapland Fritillary,en
eurobutt-checklist:taxon:8452dd284cdf1ece7d88a8a83c730f76,Asian Fritillary,en
eurobutt-checklist:taxon:e8c7442d8f771138244ccc09f3278fb5,Scarce Fritillary,en
eurobutt-checklist:taxon:b8d207486e9fea45f89c55c00ff30af4,High Brown Fritillary,en
eurobutt-checklist:taxon:f738efdd63baf5a7abdfb42336025f74,Corsican Fritillary,en
eurobutt-checklist:taxon:175bb679d6b894655042c50f43ff95bc,Niobe Fritillary,en
eurobutt-checklist:taxon:99f2608e1c557a795f777a9202acc14b,Purple Hairstreak,en
eurobutt-checklist:taxon:f370411a62052581f4a0f413463a5639,Grass Jewel,en
eurobutt-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4,Mediterranean Skipper,en
eurobutt-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73,Pigmy Skipper,en
eurobutt-checklist:taxon:beaa36d8b48d3d679ff6ca5029c5aa63,Green-underside Blue,en
eurobutt-checklist:taxon:14aed65a07e808e07e19087d82c02f0f,Black-eyed Blue,en
eurobutt-checklist:taxon:5d057305cb6fd8b2a18be72c10b4eb36,Paphos Blue,en
eurobutt-checklist:taxon:ce84d311b4e49b1e0937dc8df7562896,Canary Brimstone,en
eurobutt-checklist:taxon:87ee30526a6bc7fd8d2510982a3bae01,Cleopatra,en
eurobutt-checklist:taxon:dc143f0df61fb686ee1dfae8dba78b41,Powdered Brimstone,en
eurobutt-checklist:taxon:a67b911eae6e6d7e45bd258641522716,Madeira Brimstone,en
eurobutt-checklist:taxon:e779ed075b3da595b5e6667cba256903,Brimstone,en
eurobutt-checklist:taxon:5b8f2fe82c04dba1f30bfd57c774611b,Duke Of Burgundy,en
eurobutt-checklist:taxon:032a87181ea4672d7fb1312b1a1f6aa2,Silver-spotted Skipper,en
eurobutt-checklist:taxon:3dd3a3ced0af418e6600afd4f6e04234,Large Chequered Skipper,en
eurobutt-checklist:taxon:d0bfea8c2146fce1c621cc7074f9b65e,Southern Grayling,en
eurobutt-checklist:taxon:add354ade339b13573289c8d63d076a7,Azores Grayling,en
eurobutt-checklist:taxon:1cdf003cf49fdaa961501a4e71f29801,El Hierro Grayling,en
eurobutt-checklist:taxon:4acb3729de1079d53d0c7aca26ae947e,Sicilian Grayling,en
eurobutt-checklist:taxon:595109ce36b0e2499ae1dc8cc4f3545e,Karpathos Grayling,en
eurobutt-checklist:taxon:183023b435bff099e66e91f31fea6548,Cretan Grayling,en
eurobutt-checklist:taxon:0235c8803f87b678d0e7fea75d9c74f7,Cyprus Grayling,en
eurobutt-checklist:taxon:5b93d10d26d250c39db739188cdd9a27,Woodland Grayling,en
eurobutt-checklist:taxon:8fd44b8015a7905d15aeed554553c17f,Freyer's Grayling,en
eurobutt-checklist:taxon:740b24a0129bd307d1b1fad59bf059e4,Striped Grayling,en
eurobutt-checklist:taxon:57b529550d8887d310af0f7a9b692bcc,Rock Grayling,en
eurobutt-checklist:taxon:4516ec57b39437751d1bca7cfd02d4b9,Eolian Grayling,en
eurobutt-checklist:taxon:c32a18fc9dec033964650e2ac4481762,Madeirean Grayling,en
eurobutt-checklist:taxon:6a66b47ead53ccc2c6929f95783d663f,Samos Grayling,en
eurobutt-checklist:taxon:b3e8314c09b8f481ce28b20c3a3ad2eb,Le Cerf's Grayling,en
eurobutt-checklist:taxon:a1ce0f631480bc41847171f477cd92e0,Italian Grayling,en
eurobutt-checklist:taxon:6c3c35d190ef213041dcdc705d5a7429,Corsican Grayling,en
eurobutt-checklist:taxon:848fdc8ad78bbf015fb712b56290ff97,Lesbos Grayling,en
eurobutt-checklist:taxon:ffc876cefe7ef8cc611baec760cb49d1,Ponza Grayling,en
eurobutt-checklist:taxon:9a1cc7d36ab1a155b892681c1398bf3a,Grayling,en
eurobutt-checklist:taxon:a1835d299abdaefeee210de2f7a1a9e2,Balkan Grayling,en
eurobutt-checklist:taxon:52e7122d436b77753f4cb1de4c92fe56,Tree Grayling,en
eurobutt-checklist:taxon:b3c06a9b1cd1404293758800603a8f14,Eastern Rock Grayling,en
eurobutt-checklist:taxon:0cbe45bf62f6aa11835a853db1966ddc,Delattin's Grayling,en
eurobutt-checklist:taxon:0e7b2e86b38a10351706767e845ae1ea,Tenerife Grayling,en
eurobutt-checklist:taxon:d109067d7c52e2e226fe1cb6be824f02,False Plain Tiger,en
eurobutt-checklist:taxon:862d484199168ae4d71b87b4f4e45ed7,Oriental Meadow Brown,en
eurobutt-checklist:taxon:e93c702588302d375a627c5702f0fb6d,Dusky Steppe Brown,en
eurobutt-checklist:taxon:7627230ecedaa5d23a40bb87f18a0a4a,Iolas Blue,en
eurobutt-checklist:taxon:c91bc7a2d9d3ea96aab16e64a67731a0,Iberian Scarce Swallowtail,en
eurobutt-checklist:taxon:b8f93e5ea0fee010156898eb6f425ecd,Scarce Swallowtail,en
eurobutt-checklist:taxon:490fa7dc6de032570009571be8f9b035,Queen of Spain Fritillary,en
eurobutt-checklist:taxon:62323f1872bc88027f167bf21ca6e089,Lesser Lattice Brown,en
eurobutt-checklist:taxon:9e9e27b911940832d848b87d3d645c0d,Lattice Brown,en
eurobutt-checklist:taxon:d45bc8b3a673df9862bf1115993a28f1,Eastern Brown Argus,en
eurobutt-checklist:taxon:aba74b5eed6af1cda4dd75209606c4e4,Spanish Zephyr Blue,en
eurobutt-checklist:taxon:7aec0491c59ecd8183cde3edfac30b10,Cretan Argus,en
eurobutt-checklist:taxon:79cc354c365285f0c149126cfe93e126,Fischer's Blue,en
eurobutt-checklist:taxon:17ad308f86bba9fe2353d109ce6b18ce,Zephyr Blue,en
eurobutt-checklist:taxon:13d8d78c239f17ac6f600e9c8fbdd6df,Alpine Zephyr Blue,en
eurobutt-checklist:taxon:b2f85239c0b863e638cf259eb548e988,Spanish Purple Hairstreak,en
eurobutt-checklist:taxon:c61dd3f593dfd8b4796dcd5e6af6e092,Long-tailed Blue,en
eurobutt-checklist:taxon:39f8791f82b9b2dc84df15f5938d7b0f,Large Wall Brown,en
eurobutt-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877,Wall Brown,en
eurobutt-checklist:taxon:16b373ec68abf40b384888c0b347b242,Corsican Wall Brown,en
eurobutt-checklist:taxon:8f72b0bbedc0555cd896df948dfe33b6,Northern Wall Brown,en
eurobutt-checklist:taxon:cfb3b047eeabcf4f265d4c4161e3cc36,Eastern Wood White,en
eurobutt-checklist:taxon:f4937a9b4f345f1c179a6bfa364d9693,Cryptic Wood White,en
eurobutt-checklist:taxon:7bb937c96980fa242a8b13023a769612,Fenton's Wood White,en
eurobutt-checklist:taxon:5d25c6214879e9aed1d78db69c17100b,Réal's Wood White,en
eurobutt-checklist:taxon:12962b5eaac3b8411023d124daaf9734,Wood White,en
eurobutt-checklist:taxon:d0b0aff0d86c399edd085bbea0df8c73,Lang's Short-tailed Blue,en
eurobutt-checklist:taxon:a91a1bd9cae87c612c3ce147a76651c5,Nettle-tree Butterfly,en
eurobutt-checklist:taxon:1e719fb81465d13618872fcaa083ad2a,White Admiral,en
eurobutt-checklist:taxon:a884654a08a0fefaf18c2369feaf1a46,Poplar Admiral,en
eurobutt-checklist:taxon:6b319cc150fbafa559bfd9482c444db0,Southern White Admiral,en
eurobutt-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104,Woodland Brown,en
eurobutt-checklist:taxon:13901973592eb5b494a600a9476d6289,Small Desert Blue,en
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40,Purple-shot Copper,en
eurobutt-checklist:taxon:aada6c2e6834d12ff880c4f3582f31e6,Iberian Sooty Copper,en
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61,Balkan Copper,en
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0,Large Copper,en
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860,Violet Copper,en
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4,Purple-edged Copper,en
eurobutt-checklist:taxon:da56ee57ec262f7f2590189c4856c8e7,Grecian Copper,en
eurobutt-checklist:taxon:976bee108c08139329270cfbefe153ab,Small Copper,en
eurobutt-checklist:taxon:8bb88f50dc528d0e8a1cdad6e360bb9a,Lesser Fiery Copper,en
eurobutt-checklist:taxon:10662b3a93b6811636c9835db4e617f4,Fiery Copper,en
eurobutt-checklist:taxon:f557231bfab98e0abba8063caecbb744,Sooty Copper,en
eurobutt-checklist:taxon:fc6f09f84ca63fc3641a7294fba16936,Scarce Copper,en
eurobutt-checklist:taxon:21647e40c1fc022485f3ac2eab0ef6cf,Spanish Chalkhill Blue,en
eurobutt-checklist:taxon:084c6a6a78e2a6a4016ee1828dec21fa,Adonis Blue,en
eurobutt-checklist:taxon:57232e7d72a48cea019acfbd5240995d,Azure Chalkhill Blue,en
eurobutt-checklist:taxon:abc7d5ebb4537d1537de2da20c8ba100,Chalkhill Blue,en
eurobutt-checklist:taxon:99e5762c3eb6e77422cbfeda2cf9ce4f,Caucasian Blue,en
eurobutt-checklist:taxon:64a87191b91f654f9bc9ff7ebbceb4fb,Provence Chalkhill Blue,en
eurobutt-checklist:taxon:022bef15c52ace84a23ef10f087d68a0,Chios Meadow Brown,en
eurobutt-checklist:taxon:ebe806f8f90840b7ce2d0162484714b1,Cyprus Meadow Brown,en
eurobutt-checklist:taxon:6aa31b63359f564f9309ea6c0bf64eda,Thomson's Meadow Brown,en
eurobutt-checklist:taxon:10a6e59ec3e602af632c4e22eb9c70a4,Meadow Brown,en
eurobutt-checklist:taxon:76d764a810bbd8fc9a8095eef52c1a8f,Turkish Meadow Brown,en
eurobutt-checklist:taxon:3c82afa061941de76edada0d4889c789,Sardinian Meadow Brown,en
eurobutt-checklist:taxon:06033c8510226ebdf92a841aa7ba1e83,Aegean Meadow Brown,en
eurobutt-checklist:taxon:3bb5daea04c658cb5bf1361692388c51,Italian Marbled White,en
eurobutt-checklist:taxon:d09155735c4c12d12461e6c4e7c66aa3,Marbled White,en
