scientific_name_regional,scientific_name,region_code,rlc,status,endemic,comments,use
Pseudophilotes baton,Pseudophilotes baton,IT,LC,P,,,y
Pseudophilotes baton,Pseudophilotes baton,MT,NRLA,A,,Mislabelled,n
Pseudophilotes baton,Pseudophilotes baton,PL,RE,Ex,,Comment Rudi Verovnik: possibly just Pseudophilotes vicrama,y
Pseudophilotes baton,Pseudophilotes baton,PT,NRLA,P,,,y
Pseudophilotes bavius,Pseudophilotes bavius,BG,CR,P,,Kolev (2017),y
Pseudophilotes bavius,Pseudophilotes bavius,EU27,LC,P,,,y
Pseudophilotes bavius,Pseudophilotes bavius,EUR,LC,P,,,y
Pseudophilotes bavius,Pseudophilotes bavius,GR,NT,P,,,y
Pseudophilotes bavius,Pseudophilotes bavius,MK,VU,P,,,y
Pseudophilotes bavius,Pseudophilotes bavius,RO,EN,P,,,y
Pseudophilotes bavius,Pseudophilotes bavius,RS,DD,P,,EN in 2003,y
Pseudophilotes bavius,Pseudophilotes bavius,RU,NRLA,P,,,y
Pseudophilotes bavius,Pseudophilotes bavius,UA,VU,P,,,y
Pseudophilotes panoptes,Pseudophilotes panoptes,ES,NE,P,,,y
Pseudophilotes panoptes,Pseudophilotes panoptes,EU27,NT,P,EU27,,y
Pseudophilotes panoptes,Pseudophilotes panoptes,EUR,NT,P,EUR,,y
Pseudophilotes panoptes,Pseudophilotes panoptes,PT,NRLA,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,AL,VU,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,AT,EN,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,BA,NT,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,BG,LC,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,BY,LC,P,,Addition Rudi Verovnik; Red List Category added by Anatolij Kulak,y
Pseudophilotes vicrama,Pseudophilotes vicrama,CY,NRLA,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,CZ,CR,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,DE,CR,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,EE,VU,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,EU27,NT,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,EUR,NT,P,,,y
Scolitantides vicrama,Pseudophilotes vicrama,FI,CR,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,GR,LC,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,HR,NT,P,,,y
Scolitantides schiffermuelleri,Pseudophilotes vicrama,HU,NT,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,IT,LC,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,LT,LC,P,,,y
Scolitantides vicrama,Pseudophilotes vicrama,LV,NRLA,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,MD,NRLA,P,,Addition Rudi Verovnik,y
Pseudophilotes vicrama,Pseudophilotes vicrama,ME,NRLA,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,MK,Unknown,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,PL,EN,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,RO,NT,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,RS,LC,P,,Unknown in 2003,y
Pseudophilotes vicrama,Pseudophilotes vicrama,RU,NRLA,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,SI,VU,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,SK,EN,P,,,y
Pseudophilotes vicrama,Pseudophilotes vicrama,UA,NT,P,,,y
Pyrgus alveus,Pyrgus alveus,AD,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,AL,Unknown,P,,,y
Pyrgus alveus,Pyrgus alveus,AT,VU,P,,,y
Pyrgus trebevicensis,Pyrgus alveus,AT,DD,Excluded,,,n
Pyrgus alveus,Pyrgus alveus,BA,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,BE,NE,I,,,n
Pyrgus alveus,Pyrgus alveus,BG,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,BY,LC,P,,Red List Category added by Anatolij Kulak,y
Pyrgus accretus,Pyrgus alveus,CH,VU,Excluded,,,n
Pyrgus alveus,Pyrgus alveus,CH,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,CZ,CR,P,,,y
Pyrgus trebevicensis,Pyrgus alveus,CZ,CR,P,,,y
Pyrgus accretus,Pyrgus alveus,DE,CR,Excluded,,Deleted by Martin Wiemers,n
Pyrgus alveus,Pyrgus alveus,DE,EN,P,,,y
Pyrgus trebevicensis,Pyrgus alveus,DE,DD,Excluded,,Deleted by Martin Wiemers,n
Pyrgus alveus,Pyrgus alveus,EE,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,ES,NE,P,,,y
Pyrgus alveus,Pyrgus alveus,EU27,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,EUR,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,FI,NT,P,,,y
Pyrgus alveus,Pyrgus alveus,FR,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,GR,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,HR,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,HU,VU,P,,,y
Pyrgus accretus,Pyrgus alveus,IT,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,IT,LC,P,,,y
Pyrgus centralitaliae,Pyrgus alveus,IT,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,LI,NRLA,P,,,y
Pyrgus alveus,Pyrgus alveus,LT,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,LU,NtA,A,,,n
Pyrgus alveus,Pyrgus alveus,LV,NRLA,P,,,y
Pyrgus alveus,Pyrgus alveus,MD,NRLA,P,,Addition Rudi Verovnik,y
Pyrgus alveus,Pyrgus alveus,ME,NRLA,P,,,y
Pyrgus alveus,Pyrgus alveus,MK,Unknown,P,,,y
Pyrgus alveus,Pyrgus alveus,NO,EN,P,,,y
Pyrgus alveus,Pyrgus alveus,PL,LC,P,,,y
Pyrgus alveus,Pyrgus alveus,PT,NRLA,P,,,y
Pyrgus alveus,Pyrgus alveus,RO,NT,P,,,y
Pyrgus alveus,Pyrgus alveus,RS,LC,P,,VU in 2003,y
Pyrgus alveus,Pyrgus alveus,RU,NRLA,P,,,y
Pyrgus alveus,Pyrgus alveus,SE,VU,P,,,y
Pyrgus alveus,Pyrgus alveus,SI,VU,P,,,y
Pyrgus alveus,Pyrgus alveus,SK,VU,P,,,y
Pyrgus alveus,Pyrgus alveus,UA,NT,P,,,y
Pyrgus andromedae,Pyrgus andromedae,AD,EN,P,,,y
Pyrgus andromedae,Pyrgus andromedae,AL,Unknown,P,,,y
Pyrgus andromedae,Pyrgus andromedae,AT,LC,P,,,y
Pyrgus andromedae,Pyrgus andromedae,BA,VU,P,,,y
Pyrgus andromedae,Pyrgus andromedae,BG,EN,P,,,y
Pyrgus andromedae,Pyrgus andromedae,CH,LC,P,,,y
Pyrgus andromedae,Pyrgus andromedae,DE,R,P,,,y
Pyrgus andromedae,Pyrgus andromedae,ES,NE,P,,,y
Pyrgus andromedae,Pyrgus andromedae,EU27,LC,P,,,y
Pyrgus andromedae,Pyrgus andromedae,EUR,LC,P,EUR,,y
Pyrgus andromedae,Pyrgus andromedae,FI,NT,P,,,y
Pyrgus andromedae,Pyrgus andromedae,FR,LC,P,,,y
Pyrgus andromedae,Pyrgus andromedae,IT,LC,P,,,y
Pyrgus andromedae,Pyrgus andromedae,LI,NRLA,P,,,y
Pyrgus andromedae,Pyrgus andromedae,ME,NRLA,P,,,y
Pyrgus andromedae,Pyrgus andromedae,MK,NT,P,,,y
Pyrgus andromedae,Pyrgus andromedae,NO,LC,P,,,y
Pyrgus andromedae,Pyrgus andromedae,RO,DD,P,,,y
Pyrgus andromedae,Pyrgus andromedae,RS,EN,P,,EN in 2003,y
Pyrgus andromedae,Pyrgus andromedae,RU,NRLA,P,,,y
Pyrgus andromedae,Pyrgus andromedae,SE,LC,P,,,y
Pyrgus andromedae,Pyrgus andromedae,SI,LC,P,,,y
Pyrgus andromedae,Pyrgus andromedae,UA,DD,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,AL,EN,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,AT,EN,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,BA,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,BE,RE,Ex,,,y
Pyrgus armoricanus,Pyrgus armoricanus,BG,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,CH,NT,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,CZ,EN,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,DE,VU,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,DK,CR,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,ES,NE,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,EU27,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,EUR,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,FR,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,GR,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,HR,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,HU,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,IT,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,LU,DD,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,MD,NRLA,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,ME,NRLA,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,MK,Unknown,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,NL,NE,I,,van Swaay et al. (in prep.),n
Pyrgus armoricanus,Pyrgus armoricanus,PL,EN,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,PT,NRLA,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,RO,LC,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,RS,LC,P,,NT in 2003,y
Pyrgus armoricanus,Pyrgus armoricanus,RU,NRLA,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,SE,EN,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,SI,VU,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,SK,VU,P,,,y
Pyrgus armoricanus,Pyrgus armoricanus,UA,NT,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,AD,EN,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,AT,LC,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,BA,Unknown,P,,"Added by Rudi Verovnik, but not mentioned in Lelo (2016); Lelo sais: delete!",y
Pyrgus cacaliae,Pyrgus cacaliae,BG,VU,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,CH,LC,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,DE,R,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,ES,NE,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,EU27,LC,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,EUR,LC,P,EUR,,y
Pyrgus cacaliae,Pyrgus cacaliae,FR,LC,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,IT,LC,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,LI,NRLA,P,,,y
Pyrgus cacaliae,Pyrgus cacaliae,RO,EN,P,,,y
Pyrgus carlinae,Pyrgus carlinae,AT,DD,P,,Huemer (2013),y
Pyrgus carlinae,Pyrgus carlinae,CH,VU,P,,,y
Pyrgus carlinae,Pyrgus carlinae,EU27,LC,P,,,y
Pyrgus carlinae,Pyrgus carlinae,EUR,LC,P,EUR,,y
Pyrgus carlinae,Pyrgus carlinae,FR,LC,P,,,y
Pyrgus carlinae,Pyrgus carlinae,IT,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,AD,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,AL,Unknown,P,,,y
Pyrgus carthami,Pyrgus carthami,AT,EN,P,,,y
Pyrgus carthami,Pyrgus carthami,BA,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,BE,RE,Ex,,,y
Pyrgus carthami,Pyrgus carthami,BG,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,CH,VU,P,,,y
Pyrgus carthami,Pyrgus carthami,CZ,EN,P,,,y
Pyrgus carthami,Pyrgus carthami,DE,EN,P,,,y
Pyrgus carthami,Pyrgus carthami,ES,NE,P,,,y
Pyrgus carthami,Pyrgus carthami,EU27,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,EUR,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,FR,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,GR,NT,P,,,y
Pyrgus carthami,Pyrgus carthami,HR,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,HU,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,IT,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,LT,RE,Ex,,,y
Pyrgus carthami,Pyrgus carthami,LU,NtA,A,,,n
Pyrgus carthami,Pyrgus carthami,MD,NRLA,P,,,y
Pyrgus carthami,Pyrgus carthami,ME,NRLA,P,,,y
Pyrgus carthami,Pyrgus carthami,MK,Unknown,P,,,y
Pyrgus carthami,Pyrgus carthami,NL,NE,I,,van Swaay et al. (in prep.),n
Pyrgus carthami,Pyrgus carthami,PL,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,RO,LC,P,,,y
Pyrgus carthami,Pyrgus carthami,RS,LC,P,,NT in 2003,y
Pyrgus carthami,Pyrgus carthami,RU,NRLA,P,,,y
Pyrgus carthami,Pyrgus carthami,SI,VU,P,,,y
Pyrgus carthami,Pyrgus carthami,SK,VU,P,,,y
Pyrgus carthami,Pyrgus carthami,UA,NT,P,,,y
Pyrgus centaureae,Pyrgus centaureae,EU27,LC,P,,,y
Pyrgus centaureae,Pyrgus centaureae,EUR,LC,P,,,y
Pyrgus centaureae,Pyrgus centaureae,FI,NT,P,,,y
Pyrgus centaureae,Pyrgus centaureae,NO,LC,P,,,y
Pyrgus centaureae,Pyrgus centaureae,RU,NRLA,P,,,y
Pyrgus centaureae,Pyrgus centaureae,SE,LC,P,,,y
Pyrgus cinarae,Pyrgus cinarae,AL,Unknown,P,,,y
Pyrgus cinarae,Pyrgus cinarae,BG,VU,P,,,y
Pyrgus cinarae,Pyrgus cinarae,ES,VU,P,,,y
Pyrgus cinarae,Pyrgus cinarae,EU27,LC,P,,,y
Pyrgus cinarae,Pyrgus cinarae,EUR,LC,P,,,y
Pyrgus cinarae,Pyrgus cinarae,GR,LC,P,,,y
Pyrgus cinarae,Pyrgus cinarae,MK,Unknown,P,,,y
Pyrgus cinarae,Pyrgus cinarae,RS,NT,P,,NT; Popovic et al. (2014),y
Pyrgus cinarae,Pyrgus cinarae,RU,NRLA,P,,,y
Pyrgus cinarae,Pyrgus cinarae,UA,NT,P,,,y
Pyrgus cirsii,Pyrgus cirsii,AD,LC,P,,,y
Pyrgus cirsii,Pyrgus cirsii,AT,RE,Ex,,,y
Pyrgus cirsii,Pyrgus cirsii,CH,CR,P,,,y
Pyrgus cirsii,Pyrgus cirsii,DE,CR,P,,,y
Pyrgus cirsii,Pyrgus cirsii,ES,NE,P,,,y
Pyrgus cirsii,Pyrgus cirsii,EU27,VU,P,,,y
Pyrgus cirsii,Pyrgus cirsii,EUR,VU,P,EUR,,y
Pyrgus cirsii,Pyrgus cirsii,FR,NT,P,,,y
Pyrgus cirsii,Pyrgus cirsii,IT,NtA,P,,,y
Pyrgus cirsii,Pyrgus cirsii,LU,NtA,A,,,n
Pyrgus cirsii,Pyrgus cirsii,NL,NE,I,,van Swaay et al. (in prep.),n
Pyrgus cirsii,Pyrgus cirsii,PT,NRLA,A,,Removed by Patricia Garcia Pereira,n
Pyrgus foulquieri,Pyrgus foulquieri,ES,NE,P,,,y
Pyrgus bellieri,Pyrgus foulquieri,EU27,LC,P,EU27,,y
Pyrgus bellieri,Pyrgus foulquieri,EUR,LC,P,EUR,,y
Pyrgus foulquieri,Pyrgus foulquieri,FR,LC,P,,,y
Pyrgus foulquieri,Pyrgus foulquieri,IT,LC,P,,,y
Pyrgus picenus,Pyrgus foulquieri,IT,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,AL,Unknown,P,,,y
Pyrgus malvae,Pyrgus malvae,AT,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,BA,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,BE,VU,P,,,y
Pyrgus malvae,Pyrgus malvae,BG,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,BY,Unknown,P,,,y
Pyrgus malvae,Pyrgus malvae,CH,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,CZ,NE,P,,,y
Pyrgus malvae,Pyrgus malvae,DE,NT,P,,,y
Pyrgus malvae,Pyrgus malvae,DK,VU,P,,,y
Pyrgus malvae,Pyrgus malvae,EE,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,EU27,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,EUR,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,FI,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,FR,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,GB,VU,P,,,y
Pyrgus malvae,Pyrgus malvae,GR,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,HR,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,HU,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,IT,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,LI,NRLA,P,,,y
Pyrgus malvae,Pyrgus malvae,LT,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,LU,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,LV,NRLA,P,,,y
Pyrgus malvae,Pyrgus malvae,MD,NRLA,P,,,y
Pyrgus malvae,Pyrgus malvae,ME,NRLA,P,,,y
Pyrgus malvae,Pyrgus malvae,MK,Unknown,P,,,y
Pyrgus malvae,Pyrgus malvae,NL,EN,P,,,y
Pyrgus malvae,Pyrgus malvae,NO,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,PL,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,RO,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,RS,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,RU,NRLA,P,,,y
Pyrgus malvae,Pyrgus malvae,SE,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,SI,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,SK,LC,P,,,y
Pyrgus malvae,Pyrgus malvae,UA,LC,P,,,y
Pyrgus malvoides,Pyrgus malvoides,AD,LC,P,,,y
Pyrgus malvoides,Pyrgus malvoides,AT,NT,P,,,y
Pyrgus malvoides,Pyrgus malvoides,CH,LC,P,,,y
Pyrgus malvoides,Pyrgus malvoides,CZ,NRLA,A,,Erroneous record,n
Pyrgus malvoides,Pyrgus malvoides,DE,R,P,,,y
Pyrgus malvoides,Pyrgus malvoides,ES,NE,P,,,y
Pyrgus malvoides,Pyrgus malvoides,EU27,LC,P,,,y
Pyrgus malvoides,Pyrgus malvoides,EUR,LC,P,EUR,,y
Pyrgus malvoides,Pyrgus malvoides,FR,LC,P,,,y
Pyrgus malvoides,Pyrgus malvoides,HR,LC,P,,Not in Checklist,y
Pyrgus malvoides,Pyrgus malvoides,IT,LC,P,,,y
Pyrgus malvoides,Pyrgus malvoides,LI,NRLA,P,,,y
Pyrgus malvoides,Pyrgus malvoides,PT,NRLA,P,,,y
Pyrgus malvoides,Pyrgus malvoides,SI,LC,P,,,y
Pyrgus onopordi,Pyrgus onopordi,AT,DD,A,,Deleted by Helmut Höttinger,n
Pyrgus onopordi,Pyrgus onopordi,CH,CR,P,,,y
Pyrgus onopordi,Pyrgus onopordi,DE,RE,Ex,,,y
Pyrgus onopordi,Pyrgus onopordi,ES,NE,P,,,y
Pyrgus onopordi,Pyrgus onopordi,EU27,LC,P,,,y
Pyrgus onopordi,Pyrgus onopordi,EUR,LC,P,,,y
Pyrgus onopordi,Pyrgus onopordi,FR,LC,P,,,y
Pyrgus onopordi,Pyrgus onopordi,IT,LC,P,,,y
Pyrgus onopordi,Pyrgus onopordi,NL,NE,A,,van Swaay et al. (in prep.),n
Pyrgus onopordi,Pyrgus onopordi,PT,NRLA,P,,,y
Pyrgus onopordi,Pyrgus onopordi,SI,RE,Ex,,changed from LC to RE by Rudi Verovink,y
Pyrgus serratulae,Pyrgus serratulae,AD,NT,P,,,y
Pyrgus serratulae,Pyrgus serratulae,AL,Unknown,P,,,y
Pyrgus serratulae,Pyrgus serratulae,AT,VU,P,,,y
Pyrgus serratulae,Pyrgus serratulae,BA,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,BE,CR,P,,,y
Pyrgus serratulae,Pyrgus serratulae,BG,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,BY,LC,P,,Red List Category added by Anatolij Kulak,y
Pyrgus serratulae,Pyrgus serratulae,CH,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,CZ,EN,P,,,y
Pyrgus serratulae,Pyrgus serratulae,DE,EN,P,,,y
Pyrgus serratulae,Pyrgus serratulae,DK,NE,Ex,,RE according to Ole Karsholt,y
Pyrgus serratulae,Pyrgus serratulae,EE,VU,P,,,y
Pyrgus serratulae,Pyrgus serratulae,ES,NE,P,,,y
Pyrgus serratulae,Pyrgus serratulae,EU27,NT,P,,,y
Pyrgus serratulae,Pyrgus serratulae,EUR,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,FR,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,GR,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,HR,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,HU,VU,P,,,y
Pyrgus serratulae,Pyrgus serratulae,IT,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,LI,NRLA,P,,,y
Pyrgus serratulae,Pyrgus serratulae,LT,EN,P,,,y
Pyrgus serratulae,Pyrgus serratulae,LU,VU,P,,,y
Pyrgus serratulae,Pyrgus serratulae,LV,NRLA,P,,,y
Pyrgus serratulae,Pyrgus serratulae,MD,NRLA,P,,,y
Pyrgus serratulae,Pyrgus serratulae,ME,NRLA,P,,,y
Pyrgus serratulae,Pyrgus serratulae,MK,Unknown,P,,,y
Pyrgus serratulae,Pyrgus serratulae,PL,VU,P,,,y
Pyrgus serratulae,Pyrgus serratulae,PT,NRLA,P,,Marabuto & Maravalhas (2008),y
Pyrgus serratulae,Pyrgus serratulae,RO,DD,P,,,y
Pyrgus serratulae,Pyrgus serratulae,RS,NT,P,,,y
Pyrgus serratulae,Pyrgus serratulae,RU,NRLA,P,,,y
Pyrgus serratulae,Pyrgus serratulae,SI,LC,P,,,y
Pyrgus serratulae,Pyrgus serratulae,SK,VU,P,,,y
Pyrgus serratulae,Pyrgus serratulae,UA,NT,P,,,y
Pyrgus sidae,Pyrgus sidae,AL,NT,P,,,y
Pyrgus sidae,Pyrgus sidae,BA,NT,P,,,y
Pyrgus sidae,Pyrgus sidae,BG,LC,P,,,y
Pyrgus sidae,Pyrgus sidae,ES,VU,P,,,y
Pyrgus sidae,Pyrgus sidae,EU27,LC,P,,,y
Pyrgus sidae,Pyrgus sidae,EUR,LC,P,,,y
Pyrgus sidae,Pyrgus sidae,FR,LC,P,,,y
Pyrgus sidae,Pyrgus sidae,GR,LC,P,,,y
Pyrgus sidae,Pyrgus sidae,HR,LC,P,,,y
Pyrgus sidae,Pyrgus sidae,IT,LC,P,,,y
Pyrgus sidae,Pyrgus sidae,MD,NRLA,P,,,y
Pyrgus sidae,Pyrgus sidae,ME,NRLA,P,,,y
Pyrgus sidae,Pyrgus sidae,MK,Unknown,P,,,y
Pyrgus sidae,Pyrgus sidae,RO,EN,P,,,y
Pyrgus sidae,Pyrgus sidae,RS,LC,P,,VU in 2003,y
Pyrgus sidae,Pyrgus sidae,RU,NRLA,P,,,y
Pyrgus sidae,Pyrgus sidae,UA,VU,P,,,y
Pyrgus warrenensis,Pyrgus warrenensis,AT,NT,P,,,y
Pyrgus warrenensis,Pyrgus warrenensis,CH,NT,P,,,y
Pyrgus warrenensis,Pyrgus warrenensis,DE,R,P,,,y
Pyrgus warrenensis,Pyrgus warrenensis,EU27,LC,P,,,y
Pyrgus warrenensis,Pyrgus warrenensis,EUR,LC,P,EUR,,y
Pyrgus warrenensis,Pyrgus warrenensis,FR,VU,P,,,y
Pyrgus warrenensis,Pyrgus warrenensis,IT,LC,P,,,y
Pyrgus warrenensis,Pyrgus warrenensis,SI,LC,P,,,y
Pyronia bathseba,Pyronia bathseba,ES,NE,P,,,y
Pyronia bathseba,Pyronia bathseba,EU27,LC,P,,,y
Pyronia bathseba,Pyronia bathseba,EUR,LC,P,,,y
Pyronia bathseba,Pyronia bathseba,FR,LC,P,,,y
Pyronia bathseba,Pyronia bathseba,MT,NRLA,A,,Highly questionable,n
Pyronia bathseba,Pyronia bathseba,PT,NRLA,P,,,y
Pyronia cecilia,Pyronia cecilia,AL,Unknown,P,,,y
Pyronia cecilia,Pyronia cecilia,CH,NtA,A,,,n
Pyronia cecilia,Pyronia cecilia,ES,NE,P,,,y
Pyronia cecilia,Pyronia cecilia,EU27,LC,P,,,y
Pyronia cecilia,Pyronia cecilia,EUR,LC,P,,,y
Pyronia cecilia,Pyronia cecilia,FR,LC,P,,,y
Pyronia cecilia,Pyronia cecilia,GR,LC,P,,Status change from NT to LC,y
Pyronia cecilia,Pyronia cecilia,HR,LC,P,,,y
Pyronia cecilia,Pyronia cecilia,IT,LC,P,,,y
Pyronia cecilia,Pyronia cecilia,ME,NRLA,P?,,Needs confirmation,n
Pyronia cecilia,Pyronia cecilia,MK,Unknown,A,,Comment Rudi Verovnik: questionable,n
Pyronia cecilia,Pyronia cecilia,PT,NRLA,P,,,y
Pyronia cecilia,Pyronia cecilia,RO,RE,A,,Only one very old record according to Vlad Dincă; extinct according to Rudi Verovnik,n
Pyronia tithonus,Pyronia tithonus,AD,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,AL,Unknown,P,,,y
Pyronia tithonus,Pyronia tithonus,BA,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,BE,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,BG,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,CH,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,CZ,RE,Ex,,,y
Pyronia tithonus,Pyronia tithonus,DE,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,DK,NE,Ex,,RE according to Ole Karsholt,y
Pyronia tithonus,Pyronia tithonus,ES,NE,P,,,y
Pyronia tithonus,Pyronia tithonus,EU27,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,EUR,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,FR,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,GB,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,GR,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,HR,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,HU,VU,P,,,y
Pyronia tithonus,Pyronia tithonus,IE,NT,P,,,y
Pyronia tithonus,Pyronia tithonus,IT,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,LU,LC,P,,,y
Pyronia tithonus,Pyronia tithonus,ME,NRLA,P,,,y
Pyronia tithonus,Pyronia tithonus,MK,Unknown,P,,,y
Pyronia tithonus,Pyronia tithonus,MT,NRLA,A,,Misidentification,n
Pyronia tithonus,Pyronia tithonus,NL,LC,P,,,y
